date_time,tweet,spl_char1,spl_char2,is_sarcastic
23-04-2021 14:55,b'\xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\x9c \xe0\xb2\x85\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xbe? \nShare if you agree\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\n@VijayEshwar6\n\n#Vijayeshwar \n#vijayeshwar_writings \xe2\x9c\x8d\xef\xb8\x8f\n\nFollow for #regular updat\xe2\x80\xa6 https://t.co/ycwUFwMeHj',b'ImwithVijayEsh1',b'',0
23-04-2021 10:48,b'@thegame Hell nah if she ain\xe2\x80\x99t fucked half the industry they damn shol don\xe2\x80\x99t want her #regular chick that bakes n shit',b'cakes_npies',"b'Amsterdam, The Netherlands'",0
23-04-2021 08:55,b'@AskAnshul @Sam4delhi Any news of @ThePrintIndia is fake news whether from contributor @DilliDurAst  or #Bought or #Regular editor.',b'CaptAssamRegt',b'Bhubaneswar ',0
23-04-2021 08:01,b'@thegame \xe2\x80\x9cTeach\xe2\x80\x9dBut They Don\xe2\x80\x99t Hear You Though My King \xf0\x9f\x91\x91\xf0\x9f\x97\xa3\xf0\x9f\x97\xa3\xf0\x9f\x97\xa3#Regular Will Always Be Better And True \xf0\x9f\x98\x98',b'MarshTomeca',b'',0
23-04-2021 06:21,b'#Regular Client Done Massage \xf0\x9f\xa4\x97 https://t.co/5c7R7ZQJCu',b'cute_kuyang',b'',0
23-04-2021 00:45,"b'Be bold, be italic, but never regular. #funny #quote #bebold #italic #quotes #regular https://t.co/jkJxzVKat4 https://t.co/SmPxW9PMBH'",b'CoolFunnyQ',b'',0
22-04-2021 23:48,"b""#Carhartt Men's K87 #Workwear #Short #Sleeve T-Shirt (#Regular and Big &amp; #Tall #Sizes), #Port, #Medium -\xe2\x80\xa6 https://t.co/0o9rWzybEP""",b'tshirtpix',b'USA',0
22-04-2021 21:07,b'Excited to share the latest addition to my #etsy shop: Vintage Jeans | Wrangler Jeans | High Waist Jeans | 90s | Wr\xe2\x80\xa6 https://t.co/SEOg7uaOOF',b'RF_Vintage',"b'North Carolina, USA'",0
22-04-2021 19:32,"b'Goldie but Goodie Sandals - Leopard BUY NOW:$73.8 https://t.co/XhWfrSdZBf - Available In Black, Gold And Leopard\n-\xe2\x80\xa6 https://t.co/8i5CTDzRTD'",b'crownem2',"b'Nairobi, Kenya'",0
22-04-2021 18:00,b'A Simple And Intuitive Guide to #Regular #Expressions https://t.co/33x3UBTm8h',b'AAairom',b'France',0
22-04-2021 15:57,"b'RIP This loyal, talented regular and LEGEND.... Boyne!  #wewillmissyou #legend #boyne #onlyahalf #justahalf\xe2\x80\xa6 https://t.co/KJhBxxnJGV'",b'cockgreyhound19',"b'Whitchurch, England'",0
22-04-2021 14:17,b'They\xe2\x80\x99re back!!!! For the fourth year running. Welcome home Bert and Ethel \xf0\x9f\x98\x80\xf0\x9f\xa6\x86\xf0\x9f\xa6\x86 #ducks  #hometoroost  #signsofsummer\xe2\x80\xa6 https://t.co/0ZDjQQQYJA',b'alikqvc',b'',0
22-04-2021 12:59,b'\xf0\x9f\x8d\x8b in my water #regular',b'InCelineWeTrust',"b'Miami, FL'",0
22-04-2021 02:46,b'@EileenMarieSar1 This is called either: sytemic racism and/or non-racist #regular internal protection. It is like a mafia in itself.',b'abdeline',b'Montreal',0
21-04-2021 17:01,b'Primer time we #love what we do Carlos from a #Regular #helper now is is a #professional #Painter man \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x92\xaf\xe2\x80\xa6 https://t.co/v2sQXRbXes',b'baldwinpaintin2',"b'Houston, TX'",0
21-04-2021 13:44,"b""Amazon Brand - Myx Women's Regular Short Kurti Up To 80% Discount From Rs.153\nVisit to Buy: https://t.co/Bh89ypKief\xe2\x80\xa6 https://t.co/XiojAetlck""",b'on9deals',"b'Mumbai, India'",0
21-04-2021 10:57,b'https://t.co/TfGV5xSgH4 \n#ultra #light #weight #cenosphere available #regular #supply from #India \nCall or WhatsApp :+91-9745627006',b'Naik_Marine',b'India',0
21-04-2021 09:45,b'Technical Team #IDR carrying out friction testing of Runway #regular rubber deposit removal being carried out #IDR\xe2\x80\xa6 https://t.co/DhpTNIuuEL',b'aaiidrairport',"b'Indore, India'",0
21-04-2021 03:58,"b""Check out Wonder Nation Boys' Light Washed Denim Jeans- Size 16 Husky #WonderNation #Regular https://t.co/9HP4FNjaZa via @eBay""",b'southerntoddy',"b'Dixieland, USA'",0
21-04-2021 01:38,"b""Check out Levi Boys' Light Washed Denim Jeans- Size 10 Reg.  25 X 25 #Levis #Regular https://t.co/SfzSuUKMPV via @eBay""",b'southerntoddy',"b'Dixieland, USA'",0
21-04-2021 01:37,"b""Check out Wonder Nation Girls' Light Washed Jeans- Size 16 #WonderNation #Regular #Casual https://t.co/grwZhqvPSi via @eBay""",b'southerntoddy',"b'Dixieland, USA'",0
21-04-2021 01:32,"b""Check out Allison Morgan Women's  Button-Up Long-Sleeve Shirt- Size L #AllisonMorgan #Regular https://t.co/LMbHGSnOSa via @eBay""",b'southerntoddy',"b'Dixieland, USA'",0
20-04-2021 10:21,"b'I call this ""4-20"" (oil painting on 14x18 canvas) \n\n#happy420 #purpleurkle #SmokeSession #weed #art #portrait\xe2\x80\xa6 https://t.co/LEIMrbJqaU'",b'allcre8ions2021',"b'Nashville, TN'",0
19-04-2021 15:10,b'\xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\x9c \xe0\xb2\x85\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xbe? \nShare if you agree\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\n@VijayEshwar6\n\n#Vijayeshwar \n#vijayeshwar_writings \xe2\x9c\x8d\xef\xb8\x8f\n\nFollow for #regular updat\xe2\x80\xa6 https://t.co/rJrE2zymo2',b'ImwithVijayEsh1',b'',1
27-04-2021 14:32,b'Hey let\xe2\x80\x99s just throw the Charter away completely forever...freedom is just silly anyway. #Sarcasm https://t.co/ZD5j460XMa',b'tleehumphrey',"b'Calgary, Alberta'",1
27-04-2021 14:31,b'What is most complicated thing \nMe - To be simple \xe2\x99\xa1\xe2\x99\xa1\n\n#Sarcasm #tuesdayvibe #tuesdaymotivations #simplicity https://t.co/dA1EMV3tMp',b'okaiii_ansh',"b'New Delhi, India'",1
27-04-2021 14:11,b'@harshrajputin @writerraj @RVCJ_FB @harshrajputin \xf0\x9f\x91\x8c you are doing a good job of making people aware of small things\xe2\x80\xa6 https://t.co/OFVh56QlFS',b'BhartiV07635451',b'',1
27-04-2021 14:06,b'But everything is A-Ok here. \xf0\x9f\x91\x8c #sarcasm https://t.co/hxxEKuQ0Cq',b'rsharada22',b'',1
27-04-2021 13:59,b'@indiatvnews Yes the whole world is watching that how beautifully the Indian government is tackling covid19..great\xe2\x80\xa6 https://t.co/o6daDLiCvP',b'qwerty0148',b'INDIA',1
27-04-2021 13:59,b'@longwulf95 @Guruleaks1 great call buddy! #sarcasm',b'revengebets',"b'Philadelphia, PA'",1
27-04-2021 13:59,"b'Nothing says ""peace-loving country"" like arming everyone!!\n\n#Sarcasm'",b'GeneralHealthy',b'Passionately created by: ',1
27-04-2021 13:58,"b""I can't believe that changing a picture and renaming a pancake syrup didn't stop all this BS. WTF? #RomeLies\xe2\x80\xa6 https://t.co/dJevM1KzYu""",b'TrentBrooks406',b'United States',1
27-04-2021 13:50,b'#repost from @innermonolog510 #sarcasm https://t.co/jwns64thBu',b'martinquibell',b'Nottinghamshire',1
27-04-2021 13:43,"b'@SharonMcGuigan1 @brendanc82 @thefloofydoof If they want paid sick days, they should just get a job with a company\xe2\x80\xa6 https://t.co/zk2EpTB3wM'",b'mattttcheng',b'',1
27-04-2021 13:41,b'@MarkMaddenX @theBWSP Just sheer laziness by you...#sarcasm',b'palazzo55',b'',1
27-04-2021 13:33,b'When your rave friends start ghosting you during covid \xf0\x9f\x98\xac\n#smileoftheday #memeoftheday #partylife #ravelife #ravers\xe2\x80\xa6 https://t.co/xGaUn5qAu5',b'TranceEnergyORG',b'WorldWide',1
27-04-2021 13:24,b'@SkyNewsAust Apologies Paul Murray and #NewsCorpse.  Let\xe2\x80\x99s all refrain from name calling our Messiah\xe2\x80\xa6 https://t.co/OWsHyBfUap',b'justchillin_aus',b'Australia',1
27-04-2021 13:23,"b'@vaidehi_singh1 Let ICAI know when Covid emergency will go away. If you can do that, then they will give you clear dates \xf0\x9f\x99\x82 #sarcasm intended'",b'TheSoulituder',b'India',1
27-04-2021 13:17,b'@ianlandsman Good Man. Can\xe2\x80\x99t let them detract you from the mission. #sarcasm',b'jremsikjr',b'',1
27-04-2021 13:15,b'\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 #sarcasm I love it \xf0\x9f\x98\x82 https://t.co/mNqVoDTo2K',b'eenie525',b'30+ Twitter',1
27-04-2021 13:13,"b'23 to 0, is that good? #Sarcasm https://t.co/D5ce6ine1u'",b'ghanson25',"b'Saint George, Utah'",1
27-04-2021 13:12,b'@carndoc @safemoon Wow I was wondering when I\xe2\x80\x99ll find the first financial advisor on social media. Thank u... #Sarcasm',b'3N1ZZ',b'Dubai',1
27-04-2021 13:11,b'@BBCNews These stories of runaway cars causing damage and injuring people are really troubling! I feel we need to c\xe2\x80\xa6 https://t.co/I86OAIQsqm',b'louisthorold',"b'Cambridge, UK'",1
27-04-2021 13:09,b'@psy_skeptic @MrAndyNgo @Timcast Tim has been tweeting #sarcasm for weeks now.',b'daveinsac',b'',1
27-04-2021 13:07,"b'@vikramchandra VC g- nahi app chahtey kaa hain - modi, kejri, tadipaar ko jakey thappad maarey yeh bebas log?\xe2\x80\xa6 https://t.co/bOVxz5wzrE'",b'SyedBurhanuldin',b'R/O #iiok',1
27-04-2021 13:06,"b""@gubbdjavel Thank you \xf0\x9f\x98\x89\nI'll soon run out of free space at home, all these passports *a tired sigh*\n\n#sarcasm, LOL""",b'ThisThornyRose',b'Poland',1
27-04-2021 13:03,b'Why don\xe2\x80\x99t the cops just use The Force or Jedi mind tricks to deescalate dangerous situations. I don\xe2\x80\x99t know but I\xe2\x80\x99m\xe2\x80\xa6 https://t.co/ecOtVyWwoh',b'RBF_Amanda',b'',1
27-04-2021 13:00,b'All Electric Lotus SUV. That is a statement that is WRONG WRONG WRONG on all levels. #Sarcasm #lotus #LotusSUV #NOjustNo',b'StephenAllison',b'Setchey',1
27-04-2021 12:41,"b'@scott_pianowski @Football_Guys Come on, Scott. Don\xe2\x80\x99t you know this has been litigated by Twitter jockeys everywher\xe2\x80\xa6 https://t.co/3XYIX0CQ9q'",b'kengfunk',"b'Weston, Connecticut'",1
27-04-2021 12:41,b'Lets start dance class step 1 \xf0\x9f\x91\x87\n\n#Sarcasm https://t.co/0e3aadAJGn',b'AhmerNajeeb',"b'Islamabad,Pakistan,'",1
27-04-2021 12:25,"b""If I share super senti posts on my ig it's not because I relate to it but because aise hi sexy lag raha tha\xe2\x80\xa6 https://t.co/6l61NHfBEu""",b'Itsthejaymishra',"b'Mumbai, India'",1
27-04-2021 12:16,b'One of my friend who appeared for CA Intermediate wrote GST answers in DT Answer sheet and vice versa. \n\n#ICAI\xe2\x80\xa6 https://t.co/tFWR6xr5Ox',b'imjatinsomani',b'',1
27-04-2021 12:10,"b'I mean, I might be wrong, but maybe talking about politics at work is a bad idea? I mean, how many of us really wan\xe2\x80\xa6 https://t.co/OQyYg2tUjb'",b'n00bJackleCity',"b'Canaan, ME, United States'",1
27-04-2021 11:40,b'Epl pausing games to allow players to break fasts. Asfaq/Dogar group getting football banned in Pakistan so no play\xe2\x80\xa6 https://t.co/SlQuGl0jPs',b'AssaamSany',"b'Lahore, Pakistan'",1
27-04-2021 11:29,"b""We're Going 0 to 80 Real Quick - https://t.co/3fA7uFNAtI #comedy #jokes #blog #newsletter #sarcast #daily #sarcasm\xe2\x80\xa6 https://t.co/JnTqruLthk""",b'DailySarcast',b'',1
27-04-2021 11:22,b'@VolatilityWiz And #NQ_F futures options MWF recently launched..\n\nso much endless free money and easy winning....   #sarcasm',b'jedimarkus77',b'There is no spoon....',1
27-04-2021 11:10,b'#BakingNews\nElection Commission said that they wanted to stop the rallies but they also wanted to go for a walk in\xe2\x80\xa6 https://t.co/BrOZScjx1q',b'gsb2041',b'Jalandhar',1
27-04-2021 11:02,"b""I need Google map's for my future career #COVID19India \n\n#tuesdayvibe #COVID19India #CovidHelp #MeToo #MEMES\xe2\x80\xa6 https://t.co/LMqX4kuJYU""",b'SarcasticShannu',b'',1
27-04-2021 11:00,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'wit_twitt',b'',1
27-04-2021 10:37,b'30 Best humor sarcasm Quotes #humor sarcasm #Sarcasm Quotes\n\nhttps://t.co/tA57ig8SJU',b'glavportal',"b'Minneapolis, Minnesota'",1
27-04-2021 10:34,b'Waiting for a GSP @MasterClass for MMA so I can UFC! \xf0\x9f\x98\x85\xf0\x9f\xa5\xb7 #casual #sarcasm',b'fbartucci44',"b'Toronto, Ontario'",1
27-04-2021 10:21,b'@LenfesteyMark @labyrinthweaver So people who can\xe2\x80\x99t get the vaccine for a plethora of reasons get iced out of stimu\xe2\x80\xa6 https://t.co/WY3mlSG6Zh',b'avery_gale',b'USA',1
27-04-2021 10:10,b'bollywood wale \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n#dealswalebhaiya #sarcasm #indianmemes #backchodi #belikebrody #schoolfun #haqsesingle\xe2\x80\xa6 https://t.co/C4IwlIIkB8',b'dealswalebhaiya',b'',1
27-04-2021 10:06,b'New PhD degrees added to some major schools:\n\nSSE  (social score engineering)\nVSE (virtue signal engineering)\n\n#sarcasm',b'mikeharrisNY',b'USA',1
27-04-2021 09:59,"b'@thebattleofcum @JDBudgie @abcnews Yes, because non-white countries enslaving, murdering and dominating other socie\xe2\x80\xa6 https://t.co/svxQZFHtpK'",b'MitchtheM',"b'Adelaide, South Australia'",1
27-04-2021 09:58,b'Well let\xe2\x80\x99s hope Boris didn\xe2\x80\x99t forget to declare what he should\xe2\x80\x99ve.\n\nHeaven forbid of all the political figures over\xe2\x80\xa6 https://t.co/wOixpo2FlF',b'Brexit16Uk',"b'England, United Kingdom'",1
27-04-2021 09:53,"b'@MikeBuchanan11 @anti_fembot The ideas, that there are boys, has been cancelled by feminism. In the Brave New World\xe2\x80\xa6 https://t.co/1txfxLGjFl'",b'Jan_Deichmohle',b'Deutschland',1
27-04-2021 09:43,b'@DatSkinnyboi_ @FunmiKolz @Viktoh_TM @Bayor_arts @shizzi Okay next time put #sarcasm \xf0\x9f\x98\x82',b'Pascaliroro',b'Here for the Violence ',1
27-04-2021 09:23,"b""I want to make a huge Lord Ram tample and Modi Ji's statue beside that in my village. This will help us to fight in\xe2\x80\xa6 https://t.co/IH8Ibdm3oa""",b'princekhg341',"b'Bengaluru, India'",1
27-04-2021 09:19,b'@_StephanieMyers @OANN It\xe2\x80\x99s rigged!!! The census is rigged! Everything that doesn\xe2\x80\x99t please one of the two parties i\xe2\x80\xa6 https://t.co/JVx5DP2X5R',b'seestaedter2',"b'Vienna, Austria'",1
27-04-2021 09:12,"b'@whyhellojill @BoxismUK @Maximus63420523 @ToniaBuxton @StandUpX2 Tell me about it. To change the game, we must firs\xe2\x80\xa6 https://t.co/QHEjjNInav'",b'AWatson47',"b'Coventry, England, U.K.'",1
27-04-2021 08:56,b'@pengmanmodel You should have put #sarcasm  because joy no dey this Nigeria \n\nPeople go think say you mean am',b'AdeoluARapheal1',"b'Lagos, Nigeria'",1
27-04-2021 08:31,b'Those who sent me wishes in every occasion.\nInside me :- Ye Bhi neta Banega Lagta hai..\n\n.\n.\n#Sarcasm #sarcastic\xe2\x80\xa6 https://t.co/1e9RxQsvMJ',b'vikashtiwari22',b'India',1
27-04-2021 08:26,b'@HousePriceMania Yes wonderful people. \n#sarcasm',b'qeensdale',b'london',1
27-04-2021 08:23,b'STAY CLASSY! #sarcasm',b'JohanGruber',"b'Nanaimo, British Columbia'",1
27-04-2021 08:05,"b'""Madras HC putting the blame on Election Commission for solely responsible for COVID 19 surge cases""\n\nIsn\'t this an\xe2\x80\xa6 https://t.co/lAPzwFXfxI'",b'DishaDaga01',"b'Amravati,Maharashtra'",1
27-04-2021 07:57,b'#sarcasm defined. https://t.co/MsSQFlQgl5',b'holdon25',b'',1
27-04-2021 07:25,"b'""That was fast"" \n#sarcasm https://t.co/RDEfBRooq1'",b'G4Heron',b'\xce\xb5\xce\xba\xce\xb5\xce\xaf\xcf\x80\xce\xbf\xcf\x85 \xce\xbb\xce\xb5\xcf\x86\xcf\x84\xce\xac \xcf\x85\xcf\x80\xce\xac\xcf\x81\xcf\x87\xce\xbf\xcf\x85\xce\xbd-Liberal',1
27-04-2021 06:59,b'Of course not! Because it\xe2\x80\x99s outrageous and unthinkable that any teacher or adult in school would step forward and s\xe2\x80\xa6 https://t.co/2KZRO5iu2Y',b'tiniz',"b'\xc3\x9cT: 3.132404,101.672493'",1
27-04-2021 06:56,"b'@THRGlobal Oh, that would make it sooo much better. Thank you Leo for improving our European cinema. \xf0\x9f\x99\x84 #sarcasm'",b'thefamyears',"b'Athens, Greece'",1
27-04-2021 06:54,"b""Your  best travel advice is...?\xf0\x9f\xa4\xa9\n'\n'\n'\n'\n#Travel #TravelInspiration #Funny #Sarcasm #quote #motivation #joke\xe2\x80\xa6 https://t.co/rgwbspFRj7""",b'KameleonRose',b'',1
27-04-2021 06:42,b'Congratulations MaDumb @VPPilipinas!!!\n\nYou MADE it!!!\n\nInsert #Sarcasm\n\n#StupidsiSenDrilon\n#StupidSenators https://t.co/FaUSnJ1rWr',b'MacLeod_72',b'Calabarzon',1
27-04-2021 06:32,"b'@karen_pvv This must be #sarcasm , right?'",b'viezuhfuiluh',b'Nederland',1
27-04-2021 06:29,b'@kumarmanish9 @MadhishParikh @nirnaykapoor @dave_janak @NiyatiMIRROR @aditiraval System works on its own way.\n\nWe s\xe2\x80\xa6 https://t.co/MnDIty506u',b'ca_shridhar',"b'Gujarat, India'",1
27-04-2021 06:25,b'MALAYSIA COMPOUND SYSTEM IS A JOKE! The riches who attended an event wih EVERYONE DID NOT COMPLY SOP COVID PROCEDUR\xe2\x80\xa6 https://t.co/aWSDZcdE8d',b'sistopeng',b'',1
27-04-2021 06:18,"b""How to earn more money in our profession...\nKid's mom- Doxaab.. isko bolo chocolates nahi khani hain\nMe- Pehle 500\xe2\x80\xa6 https://t.co/DbzplZ4Zbb""",b'drsuperstar1680',b'Nainital',1
